FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
070517;0100;;;;
070517;0200;;;;
070517;0300;;;;
070517;0400;;;;
070517;0500;;;;
070517;0600;;;;
070517;0700;;;;
070517;0800;;;;
070517;0900;;;;
070517;1000;;;;
070517;1100;;;;
070517;1200;;;;
070517;1300;;;;
070517;1400;;;;
070517;1500;;;;
070517;1600;;;;
070517;1700;;;;
070517;1800;;;;
070517;1900;;;;
070517;2000;;;;
070517;2100;;;;
070517;2200;;;;
070517;2300;;;;
070518;0000;;;;
070518;0100;;;;
070518;0200;;;;
070518;0300;;;;
070518;0400;;;;
070518;0500;;;;
070518;0600;;;;
070518;0700;;;;
070518;0800;;;;
070518;0900;;;;
070518;1000;;;;
070518;1100;;;;
070518;1200;;;;
070518;1300;;;;
070518;1400;;;;
070518;1500;;;;
070518;1600;;;;
070518;1700;;;;
070518;1800;;;;
070518;1900;;;;
070518;2000;;;;
070518;2100;;;;
070518;2200;;;;
070518;2300;;;;
070519;0000;;;;
070519;0100;;;;
070519;0200;;;;
070519;0300;;;;
070519;0400;;;;
070519;0500;;;;
070519;0600;;;;
070519;0700;;;;
070519;0800;;;;
070519;0900;;;;
070519;1000;;;;
070519;1100;;;;
070519;1200;;;;
070519;1300;;;;
070519;1400;;;;
070519;1500;;;;
070519;1600;;;;
070519;1700;;;;
070519;1800;;;;
070519;1900;;;;
070519;2000;;;;
070519;2100;;;;
070519;2200;;;;
070519;2300;;;;
070520;0000;;;;
070520;0100;;;;
070520;0200;;;;
070520;0300;;;;
070520;0400;;;;
070520;0500;;;;
070520;0600;;;;
070520;0700;;;;
070520;0800;;;;
070520;0900;;;;
070520;1000;;;;
070520;1100;;;;
070520;1200;;;;
070520;1300;;;;
070520;1400;;;;
070520;1500;;;;
070520;1600;;;;
070520;1700;;;;
070520;1800;;;;
070520;1900;;;;
070520;2000;;;;
070520;2100;;;;
070520;2200;;;;
070520;2300;;;;
070521;0000;;;;
070521;0100;;;;
070521;0200;;;;
070521;0300;;;;
070521;0400;;;;
070521;0500;;;;
070521;0600;;;;
070521;0700;;;;
070521;0800;;;;
070521;0900;;;;
070521;1000;;;;
070521;1100;;;;
070521;1200;;;;
070521;1300;;;;
070521;1400;;;;
070521;1500;;;;
070521;1600;;;;
070521;1700;;;;
070521;1800;;;;
070521;1900;;;;
070521;2000;;;;
070521;2100;;;;
070521;2200;;;;
070521;2300;;;;
070522;0000;;;;
070522;0100;;;;
070522;0200;;;;
070522;0300;;;;
070522;0400;;;;
070522;0500;;;;
070522;0600;;;;
070522;0700;;;;
070522;0800;;;;
070522;0900;;;;
070522;1000;;;;
070522;1100;;;;
070522;1200;;;;
070522;1300;;;;
070522;1400;;;;
070522;1500;;;;
070522;1600;;;;
070522;1700;;;;
070522;1800;;;;
070522;1900;;;;
070522;2000;;;;
070522;2100;;;;
070522;2200;;;;
070522;2300;;;;
070523;0000;;;;
070523;0100;;;;
070523;0200;;;;
070523;0300;;;;
070523;0400;;;;
070523;0500;;;;
070523;0600;;;;
070523;0700;;;;
070523;0800;;;;
070523;0900;;;;
070523;1000;;;;
070523;1100;;;;
070523;1200;;;;
070523;1300;;;;
070523;1400;;;;
070523;1500;;;;
