FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
070503;0900;;2,268;;
070503;1000;;6,299;;
070503;1100;;22,3;;
070503;1200;;28,78;;
070503;1300;;31,7;;
070503;1400;;37,74;;
070503;1500;;39,23;;
070503;1600;;34,96;;
070503;1700;;25,27;;
070503;1800;;13,96;;
070503;1900;;6,267;;
070503;2000;;3,047;;
070503;2100;;7,062;;
070503;2200;;9,09998;;
070503;2300;;2,975;;
070504;0000;;7,47099;;
070504;0100;;9,62999;;
070504;0200;;0,610995;;
070504;0300;;1,944;;
070504;0400;;4,876;;
070504;0500;;6,739;;
070504;0600;;4,863;;
070504;0700;;4,141;;
070504;0800;;2,823;;
070504;0900;;4,686;;
070504;1000;;5,574;;
070504;1100;;11,3;;
070504;1200;;20,42;;
070504;1300;;28,28;;
070504;1400;;34,92;;
070504;1500;;34,37;;
070504;1600;;28,34;;
070504;1700;;16,66;;
070504;1800;;6,52499;;
070504;1900;;6,814;;
070504;2000;;3,971;;
070504;2100;;2,441;;
070504;2200;;4,696;;
070504;2300;;2,502;;
070505;0000;;5,603;;
070505;0100;;4,07999;;
070505;0200;;2,758;;
070505;0300;;0,033;;
070505;0400;;0;;
070505;0500;;0;;
070505;0600;;0;;
070505;0700;;0,568995;;
070505;0800;;1,512;;
070505;0900;;2,475;;
070505;1000;;6,55;;
070505;1100;;16,43;;
070505;1200;;24,71;;
070505;1300;;29,1;;
070505;1400;;34,8;;
070505;1500;;31,12;;
070505;1600;;26,49;;
070505;1700;;16,36;;
070505;1800;;8,28;;
070505;1900;;2,387;;
070505;2000;;0,714995;;
070505;2100;;1,338;;
070505;2200;;2,108;;
070505;2300;;1,302;;
070506;0000;;1,688;;
070506;0100;;1,772;;
070506;0200;;3,724;;
070506;0300;;5,19398;;
070506;0400;;5,856;;
070506;0500;;7,326;;
070506;0600;;7,627;;
070506;0700;;7,438;;
070506;0800;;8,90999;;
070506;0900;;11,18;;
070506;1000;;11,78;;
070506;1100;;12,48;;
070506;1200;;13,08;;
070506;1300;;15,63;;
070506;1400;;14,94;;
070506;1500;;11,36;;
070506;1600;;10,74;;
