FECHA (YYMMDD);HORA (HHMM);;
070513;1000;0,558;
070513;1100;0,327;
070513;1200;0,745998;
070513;1300;0,877;
070513;1400;0,938;
070513;1500;0,77;
070513;1600;0,91;
070513;1700;1,146;
070513;1800;1,046;
070513;1900;0,717999;
070513;2000;0,985998;
070513;2100;0,743999;
070513;2200;0,813;
070513;2300;0,846998;
070514;0000;1,817;
070514;0100;2,307;
070514;0200;1,797;
070514;0300;2,043;
070514;0400;2,191;
070514;0500;2,221;
070514;0600;1,961;
070514;0700;1,657;
070514;0800;1,508;
070514;0900;1,78;
070514;1000;1,758;
070514;1100;2,028;
070514;1200;1,852;
070514;1300;1,468;
070514;1400;1,659;
070514;1500;1,701;
070514;1600;1,775;
070514;1700;1,703;
070514;1800;1,67;
070514;1900;1,925;
070514;2000;1,764;
070514;2100;0,933;
070514;2200;1,182;
070514;2300;0,813998;
070515;0000;1,08;
070515;0100;1,582;
070515;0200;1,218;
070515;0300;1,591;
070515;0400;1,396;
070515;0500;1,793;
070515;0600;1,42;
070515;0700;1,619;
070515;0800;1,461;
070515;0900;1,46;
070515;1000;2,454;
070515;1100;2,114;
070515;1200;3,018;
070515;1300;1,866;
070515;1400;2,401;
070515;1500;2,106;
070515;1600;2,112;
070515;1700;2,212;
070515;1800;1,935;
070515;1900;1,665;
070515;2000;1,697;
070515;2100;1,549;
070515;2200;2,07;
070515;2300;1,661;
070516;0000;1,793;
070516;0100;1,812;
070516;0200;1,395;
070516;0300;1,961;
070516;0400;2,543;
070516;0500;2,333;
070516;0600;2,691;
070516;0700;3,002;
070516;0800;2,559;
070516;0900;2,48;
070516;1000;2,88;
070516;1100;3,401;
070516;1200;3,522;
070516;1300;3,115;
070516;1400;2,912;
070516;1500;3,125;
070516;1600;2,625;
070516;1700;2,314;
070516;1800;1,413;
070516;1900;1,437;
070516;2000;2,082;
070516;2100;3,458;
070516;2200;2,93;
070516;2300;2,194;
070517;0000;1,718;
070517;0100;1,855;
070517;0200;1,837;
070517;0300;1,814;
070517;0400;2,094;
070517;0500;1,969;
070517;0600;1,529;
070517;0700;1,817;
070517;0800;1,889;
070517;0900;2,101;
070517;1000;1,671;
070517;1100;1,876;
070517;1200;2,11;
070517;1300;2,67;
070517;1400;2,965;
070517;1500;2,905;
070517;1600;2,584;
070517;1700;2,156;
070517;1800;2,259;
070517;1900;1,191;
070517;2000;0,858;
070517;2100;0,922998;
070517;2200;1,197;
070517;2300;1,269;
070518;0000;0,766998;
070518;0100;1,359;
070518;0200;1,804;
070518;0300;1,44;
070518;0400;1,544;
070518;0500;1,2;
070518;0600;0,91;
070518;0700;1,131;
070518;0800;1,183;
070518;0900;1,988;
070518;1000;1,27;
070518;1100;1,194;
070518;1200;1,611;
070518;1300;2,124;
070518;1400;2,121;
070518;1500;2,042;
070518;1600;2,492;
070518;1700;2,983;
070518;1800;2,758;
070518;1900;2,054;
070518;2000;1,336;
070518;2100;1,783;
070518;2200;1,86;
070518;2300;1,26;
070519;0000;0,829;
070519;0100;1,149;
070519;0200;1,52;
070519;0300;1,559;
070519;0400;1,791;
070519;0500;2,137;
070519;0600;2,484;
070519;0700;1,525;
070519;0800;1,225;
070519;0900;0,879998;
070519;1000;1,288;
070519;1100;1,429;
070519;1200;1,695;
070519;1300;1,02;
070519;1400;0,858998;
070519;1500;1,542;
070519;1600;2,071;
070519;1700;2,253;
070519;1800;2,256;
070519;1900;2,704;
070519;2000;1,93;
070519;2100;1,985;
070519;2200;1,143;
070519;2300;0,874;
070520;0000;0,655998;
070520;0100;0,785998;
070520;0200;0,874;
070520;0300;0,950998;
070520;0400;0,872998;
070520;0500;0,716;
070520;0600;0,948998;
070520;0700;0,606;
070520;0800;0,936;
070520;0900;1,733;
070520;1000;0,983998;
070520;1100;1,482;
070520;1200;0,999;
070520;1300;0,879;
070520;1400;1,241;
070520;1500;1,07;
070520;1600;0,742;
070520;1700;1,167;
070520;1800;1,385;
070520;1900;1,331;
070520;2000;1,448;
070520;2100;1,13;
070520;2200;1,521;
070520;2300;1,895;
070521;0000;1,884;
070521;0100;1,927;
070521;0200;2,042;
070521;0300;2,282;
070521;0400;2,123;
070521;0500;2,03;
070521;0600;1,684;
070521;0700;2,062;
070521;0800;2,27;
070521;0900;1,508;
070521;1000;1,55;
070521;1100;2,369;
070521;1200;2,34;
070521;1300;2,104;
070521;1400;1,983;
070521;1500;2,165;
070521;1600;1,112;
070521;1700;1,543;
070521;1800;1,187;
070521;1900;0,842;
070521;2000;1,124;
070521;2100;1,285;
070521;2200;1,076;
070521;2300;0,842;
070522;0000;1,068;
070522;0100;0,559999;
070522;0200;0,907;
070522;0300;0,912;
070522;0400;1,285;
