FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140217;0500;12;;;
140217;0600;7;;;
140217;0700;14;;;
140217;0800;18;;;
140217;0900;11;;;
140217;1000;6;;;
140217;1100;8;;;
140217;1200;6;;;
140217;1300;6;;;
140217;1400;4;;;
140217;1500;16;;;
140217;1600;11;;;
140217;1700;7;;;
140217;1800;4;;;
140217;1900;25;;;
140217;2000;24;;;
140217;2100;15;;;
140217;2200;9;;;
140217;2300;8;;;
140218;0000;9;;;
140218;0100;7;;;
140218;0200;9;;;
140218;0300;9;;;
140218;0400;30;;;
140218;0500;35;;;
140218;0600;34;;;
140218;0700;43;;;
140218;0800;27;;;
140218;0900;15;;;
140218;1000;12;;;
140218;1100;6;;;
140218;1200;15;;;
140218;1300;18;;;
140218;1400;31;;;
140218;1500;18;;;
140218;1600;10;;;
140218;1700;9;;;
140218;1800;23;;;
140218;1900;18;;;
140218;2000;10;;;
140218;2100;17;;;
140218;2200;28;;;
140218;2300;19;;;
140219;0000;29;;;
140219;0100;22;;;
140219;0200;13;;;
140219;0300;9;;;
140219;0400;31;;;
140219;0500;20;;;
140219;0600;13;;;
140219;0700;9;;;
140219;0800;6;;;
140219;0900;8;;;
140219;1000;14;;;
140219;1100;13;;;
140219;1200;12;;;
140219;1300;10;;;
140219;1400;22;;;
140219;1500;26;;;
140219;1600;28;;;
140219;1700;16;;;
140219;1800;16;;;
140219;1900;18;;;
140219;2000;51;;;
140219;2100;33;;;
140219;2200;25;;;
140219;2300;22;;;
140220;0000;14;;;
140220;0100;7;;;
140220;0200;28;;;
140220;0300;19;;;
140220;0400;14;;;
140220;0500;9;;;
140220;0600;6;;;
140220;0700;5;;;
140220;0800;5;;;
140220;0900;6;;;
140220;1000;4;;;
140220;1100;4;;;
140220;1200;4;;;
140220;1300;5;;;
140220;1400;4;;;
140220;1500;4;;;
140220;1600;12;;;
140220;1700;8;;;
140220;1800;5;;;
140220;1900;4;;;
140220;2000;14;;;
140220;2100;13;;;
140220;2200;7;;;
140220;2300;4;;;
140221;0000;17;;;
140221;0100;34;;;
140221;0200;33;;;
140221;0300;19;;;
140221;0400;10;;;
140221;0500;16;;;
140221;0600;10;;;
140221;0700;6;;;
140221;0800;5;;;
140221;0900;6;;;
140221;1000;10;;;
140221;1100;8;;;
140221;1200;5;;;
140221;1300;8;;;
140221;1400;11;;;
140221;1500;8;;;
140221;1600;11;;;
140221;1700;15;;;
140221;1800;10;;;
140221;1900;18;;;
140221;2000;20;;;
140221;2100;24;;;
140221;2200;14;;;
140221;2300;17;;;
140222;0000;12;;;
140222;0100;12;;;
140222;0200;15;;;
140222;0300;18;;;
140222;0400;14;;;
140222;0500;10;;;
