FECHA (YYMMDD);HORA (HHMM);;
140130;1200;26,8125;
140130;1300;28,2692;
140130;1400;29,595;
140130;1500;30,2658;
140130;1600;30,8742;
140130;1700;30,7617;
140130;1800;30,2392;
140130;1900;26,5983;
140130;2000;23,6783;
140130;2100;22,3633;
140130;2200;20,9225;
140130;2300;20,8117;
140131;0000;21,3775;
140131;0100;19,8883;
140131;0200;18,3175;
140131;0300;15,625;
140131;0400;14,0642;
140131;0500;13,3433;
140131;0600;13,4842;
140131;0700;16,6692;
140131;0800;19,6975;
140131;0900;21,7008;
140131;1000;23,7283;
140131;1100;25,2942;
140131;1200;27,7617;
140131;1300;29,0017;
140131;1400;29,7808;
140131;1500;30,3517;
140131;1600;30,7042;
140131;1700;30,695;
140131;1800;28,3333;
140131;1900;25,9808;
140131;2000;23,9742;
140131;2100;21,8608;
140131;2200;20,2283;
140131;2300;19,2917;
140201;0000;18,7942;
140201;0100;17,82;
140201;0200;17,5792;
140201;0300;16,4642;
140201;0400;15,4;
140201;0500;14,3275;
140201;0600;13,8567;
140201;0700;15,1475;
140201;0800;16,8542;
140201;0900;18,8417;
140201;1000;20,8417;
140201;1100;22,96;
140201;1200;24,6692;
140201;1300;26,0108;
140201;1400;27,2633;
140201;1500;27,6867;
140201;1600;27,895;
140201;1700;27,63;
140201;1800;25,8075;
140201;1900;23,8167;
140201;2000;21,3258;
140201;2100;18,7925;
140201;2200;17,2;
140201;2300;16,34;
140202;0000;16,4958;
140202;0100;15,3042;
140202;0200;14,2217;
140202;0300;13,0667;
140202;0400;12,2458;
140202;0500;11,5383;
140202;0600;10,9692;
140202;0700;12,6875;
140202;0800;14,655;
140202;0900;16,7975;
140202;1000;18,715;
140202;1100;20,5175;
140202;1200;22,5492;
140202;1300;23,975;
140202;1400;25,1583;
140202;1500;25,7342;
140202;1600;26,2592;
140202;1700;25,9908;
140202;1800;24,075;
140202;1900;22,275;
140202;2000;19,9267;
140202;2100;17,9925;
140202;2200;16,4783;
140202;2300;15,53;
140203;0000;14,7225;
140203;0100;14,2033;
140203;0200;14,4933;
140203;0300;13,5533;
140203;0400;11,6392;
140203;0500;10,93;
140203;0600;10,4392;
140203;0700;13,3608;
140203;0800;15,595;
140203;0900;17,6017;
140203;1000;19,4983;
140203;1100;21,415;
140203;1200;23,5175;
140203;1300;25,235;
140203;1400;26,3658;
140203;1500;26,9875;
140203;1600;27,8083;
140203;1700;27,7475;
140203;1800;27,3533;
140203;1900;25,1133;
140203;2000;22,3758;
140203;2100;19,7958;
140203;2200;18,3933;
140203;2300;17,3675;
140204;0000;16,4558;
140204;0100;15,21;
140204;0200;14,1025;
140204;0300;13,3908;
140204;0400;12,5392;
140204;0500;11,6592;
140204;0600;11,5275;
140204;0700;14,2308;
140204;0800;16,0817;
140204;0900;18,2083;
140204;1000;20,3608;
140204;1100;22,4367;
140204;1200;23,9783;
140204;1300;25,2658;
140204;1400;26,2642;
140204;1500;26,86;
140204;1600;27,2917;
140204;1700;26,9292;
140204;1800;25,1458;
140204;1900;22,0333;
140204;2000;19,9758;
140204;2100;18,0258;
140204;2200;16,5425;
140204;2300;15,3808;
140205;0000;14,8792;
140205;0100;13,8483;
140205;0200;13,3817;
140205;0300;12,2725;
140205;0400;10,8242;
140205;0500;10,3233;
140205;0600;10,3992;
140205;0700;13,4175;
140205;0800;15,95;
140205;0900;17,8117;
140205;1000;19,9125;
140205;1100;21,6683;
140205;1200;22,945;
140205;1300;24,2175;
140205;1400;25,4258;
140205;1500;26,0583;
140205;1600;25,5842;
140205;1700;23,6227;
140205;1800;22,2692;
140205;1900;20,5142;
140205;2000;19,0525;
140205;2100;17,6108;
140205;2200;16,9833;
140205;2300;16,2792;
140206;0000;15,79;
140206;0100;15,12;
140206;0200;14,7042;
140206;0300;14,4375;
140206;0400;13,39;
140206;0500;11,68;
140206;0600;10,75;
140206;0700;12,835;
140206;0800;14,93;
